seed,problem,alpha,beta,rho,num_ants,cycle,assigned_variables,total_variables,completion_rate
34567,P16_81,0.00,0.00,0.01,30,20,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,21,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,22,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,23,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,24,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,25,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,26,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,27,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,28,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,29,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,30,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,31,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,32,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,33,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,34,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,35,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,36,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,37,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,38,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,39,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,40,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,41,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,42,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,43,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,44,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,45,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,46,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,47,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,48,85,100,0.8500
34567,P16_81,0.00,0.00,0.01,30,49,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,0,83,100,0.8300
34567,P16_81,1.00,0.00,0.01,30,1,83,100,0.8300
34567,P16_81,1.00,0.00,0.01,30,2,83,100,0.8300
34567,P16_81,1.00,0.00,0.01,30,3,83,100,0.8300
34567,P16_81,1.00,0.00,0.01,30,4,83,100,0.8300
34567,P16_81,1.00,0.00,0.01,30,5,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,6,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,7,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,8,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,9,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,10,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,11,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,12,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,13,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,14,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,15,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,16,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,17,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,18,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,19,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,20,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,21,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,22,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,23,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,24,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,25,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,26,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,27,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,28,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,29,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,30,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,31,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,32,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,33,84,100,0.8400
34567,P16_81,1.00,0.00,0.01,30,34,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,35,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,36,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,37,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,38,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,39,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,40,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,41,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,42,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,43,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,44,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,45,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,46,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,47,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,48,85,100,0.8500
34567,P16_81,1.00,0.00,0.01,30,49,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,0,83,100,0.8300
34567,P16_81,2.00,0.00,0.01,30,1,83,100,0.8300
34567,P16_81,2.00,0.00,0.01,30,2,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,3,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,4,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,5,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,6,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,7,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,8,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,9,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,10,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,11,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,12,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,13,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,14,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,15,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,16,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,17,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,18,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,19,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,20,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,21,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,22,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,23,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,24,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,25,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,26,84,100,0.8400
34567,P16_81,2.00,0.00,0.01,30,27,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,28,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,29,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,30,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,31,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,32,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,33,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,34,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,35,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,36,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,37,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,38,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,39,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,40,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,41,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,42,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,43,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,44,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,45,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,46,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,47,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,48,85,100,0.8500
34567,P16_81,2.00,0.00,0.01,30,49,85,100,0.8500
34567,P16_81,3.00,0.00,0.01,30,0,83,100,0.8300
34567,P16_81,3.00,0.00,0.01,30,1,83,100,0.8300
34567,P16_81,3.00,0.00,0.01,30,2,83,100,0.8300
34567,P16_81,3.00,0.00,0.01,30,3,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,4,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,5,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,6,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,7,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,8,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,9,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,10,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,11,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,12,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,13,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,14,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,15,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,16,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,17,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,18,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,19,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,20,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,21,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,22,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,23,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,24,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,25,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,26,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,27,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,28,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,29,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,30,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,31,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,32,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,33,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,34,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,35,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,36,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,37,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,38,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,39,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,40,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,41,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,42,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,43,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,44,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,45,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,46,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,47,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,48,84,100,0.8400
34567,P16_81,3.00,0.00,0.01,30,49,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,0,82,100,0.8200
45678,P16_81,0.00,0.00,0.01,30,1,82,100,0.8200
45678,P16_81,0.00,0.00,0.01,30,2,83,100,0.8300
45678,P16_81,0.00,0.00,0.01,30,3,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,4,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,5,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,6,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,7,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,8,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,9,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,10,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,11,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,12,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,13,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,14,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,15,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,16,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,17,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,18,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,19,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,20,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,21,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,22,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,23,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,24,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,25,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,26,84,100,0.8400
45678,P16_81,0.00,0.00,0.01,30,27,86,100,0.8600
45678,P16_81,0.00,0.00,0.01,30,28,86,100,0.8600
45678,P16_81,0.00,0.00,0.01,30,29,86,100,0.8600
45678,P16_81,0.00,0.00,0.01,30,30,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,31,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,32,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,33,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,34,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,35,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,36,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,37,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,38,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,39,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,40,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,41,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,42,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,43,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,44,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,45,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,46,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,47,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,48,87,100,0.8700
45678,P16_81,0.00,0.00,0.01,30,49,87,100,0.8700
45678,P16_81,1.00,0.00,0.01,30,0,82,100,0.8200
45678,P16_81,1.00,0.00,0.01,30,1,82,100,0.8200
45678,P16_81,1.00,0.00,0.01,30,2,82,100,0.8200
45678,P16_81,1.00,0.00,0.01,30,3,82,100,0.8200
45678,P16_81,1.00,0.00,0.01,30,4,83,100,0.8300
45678,P16_81,1.00,0.00,0.01,30,5,83,100,0.8300
45678,P16_81,1.00,0.00,0.01,30,6,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,7,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,8,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,9,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,10,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,11,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,12,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,13,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,14,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,15,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,16,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,17,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,18,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,19,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,20,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,21,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,22,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,23,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,24,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,25,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,26,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,27,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,28,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,29,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,30,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,31,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,32,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,33,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,34,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,35,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,36,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,37,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,38,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,39,84,100,0.8400
45678,P16_81,1.00,0.00,0.01,30,40,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,41,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,42,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,43,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,44,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,45,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,46,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,47,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,48,86,100,0.8600
45678,P16_81,1.00,0.00,0.01,30,49,86,100,0.8600
45678,P16_81,2.00,0.00,0.01,30,0,82,100,0.8200
45678,P16_81,2.00,0.00,0.01,30,1,82,100,0.8200
45678,P16_81,2.00,0.00,0.01,30,2,82,100,0.8200
45678,P16_81,2.00,0.00,0.01,30,3,83,100,0.8300
45678,P16_81,2.00,0.00,0.01,30,4,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,5,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,6,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,7,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,8,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,9,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,10,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,11,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,12,84,100,0.8400
45678,P16_81,2.00,0.00,0.01,30,13,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,14,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,15,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,16,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,17,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,18,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,19,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,20,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,21,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,22,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,23,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,24,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,25,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,26,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,27,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,28,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,29,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,30,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,31,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,32,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,33,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,34,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,35,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,36,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,37,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,38,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,39,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,40,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,41,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,42,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,43,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,44,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,45,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,46,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,47,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,48,85,100,0.8500
45678,P16_81,2.00,0.00,0.01,30,49,85,100,0.8500
45678,P16_81,3.00,0.00,0.01,30,0,82,100,0.8200
45678,P16_81,3.00,0.00,0.01,30,1,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,2,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,3,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,4,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,5,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,6,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,7,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,8,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,9,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,10,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,11,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,12,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,13,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,14,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,15,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,16,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,17,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,18,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,19,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,20,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,21,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,22,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,23,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,24,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,25,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,26,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,27,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,28,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,29,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,30,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,31,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,32,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,33,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,34,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,35,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,36,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,37,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,38,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,39,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,40,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,41,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,42,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,43,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,44,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,45,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,46,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,47,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,48,86,100,0.8600
45678,P16_81,3.00,0.00,0.01,30,49,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,0,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,1,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,2,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,3,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,4,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,5,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,6,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,7,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,8,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,9,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,10,84,100,0.8400
56789,P16_81,0.00,0.00,0.01,30,11,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,12,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,13,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,14,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,15,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,16,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,17,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,18,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,19,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,20,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,21,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,22,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,23,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,24,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,25,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,26,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,27,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,28,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,29,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,30,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,31,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,32,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,33,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,34,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,35,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,36,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,37,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,38,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,39,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,40,86,100,0.8600
56789,P16_81,0.00,0.00,0.01,30,41,86,100,0.8600
